freq,psd_x,psd_y,psd_z,psd_xyz
96.6,8.893e+03,1.264e+04,2.390e+05,2.606e+05
98.1,7.107e+03,1.134e+04,2.288e+05,2.472e+05
99.6,6.622e+03,1.188e+04,2.164e+05,2.349e+05
101.1,7.145e+03,1.351e+04,1.994e+05,2.200e+05
102.6,9.079e+03,1.691e+04,1.874e+05,2.134e+05
104.1,1.157e+04,2.140e+04,1.821e+05,2.150e+05
105.6,1.418e+04,2.722e+04,1.832e+05,2.246e+05
107.1,1.710e+04,3.503e+04,1.888e+05,2.409e+05
108.5,1.872e+04,4.192e+04,1.913e+05,2.519e+05
110.0,1.939e+04,4.975e+04,2.004e+05,2.695e+05
111.5,2.030e+04,5.696e+04,2.062e+05,2.834e+05
113.0,2.193e+04,6.153e+04,2.107e+05,2.941e+05
114.5,2.399e+04,6.500e+04,2.202e+05,3.092e+05
116.0,2.561e+04,6.608e+04,2.271e+05,3.188e+05
117.5,2.768e+04,6.723e+04,2.321e+05,3.270e+05
118.9,3.160e+04,7.101e+04,2.437e+05,3.463e+05
120.4,3.672e+04,7.852e+04,2.575e+05,3.728e+05
121.9,4.169e+04,8.908e+04,2.654e+05,3.962e+05
123.4,4.200e+04,1.100e+05,2.781e+05,4.301e+05
124.9,4.084e+04,1.342e+05,2.775e+05,4.525e+05
126.4,4.608e+04,1.470e+05,2.694e+05,4.625e+05
127.9,5.152e+04,1.701e+05,2.752e+05,4.968e+05
129.4,5.953e+04,1.763e+05,2.698e+05,5.056e+05
130.8,6.717e+04,1.538e+05,2.532e+05,4.742e+05
132.3,4.359e+04,7.116e+04,1.501e+05,2.649e+05
133.8,6.918e+03,8.635e+03,2.272e+04,3.828e+04
135.3,2.745e+03,2.126e+03,8.473e+03,1.334e+04
136.8,2.879e+03,1.692e+03,9.436e+03,1.401e+04
138.3,3.052e+03,1.343e+03,1.034e+04,1.473e+04
139.8,3.414e+03,1.161e+03,1.186e+04,1.643e+04
141.2,3.827e+03,1.212e+03,1.417e+04,1.921e+04
142.7,3.964e+03,1.337e+03,1.561e+04,2.091e+04
144.2,4.782e+03,1.731e+03,1.945e+04,2.597e+04
145.7,5.807e+03,2.287e+03,2.311e+04,3.121e+04
147.2,6.751e+03,2.824e+03,2.565e+04,3.522e+04
148.7,8.244e+03,3.694e+03,2.999e+04,4.193e+04
150.2,9.305e+03,4.437e+03,3.206e+04,4.580e+04
151.7,1.028e+04,4.983e+03,3.319e+04,4.846e+04
153.1,1.146e+04,5.293e+03,3.415e+04,5.090e+04
154.6,1.259e+04,5.041e+03,3.396e+04,5.160e+04
156.1,1.401e+04,4.825e+03,3.534e+04,5.417e+04
157.6,1.686e+04,5.379e+03,4.217e+04,6.441e+04
159.1,2.033e+04,6.754e+03,4.949e+04,7.658e+04
160.6,2.235e+04,8.082e+03,5.249e+04,8.292e+04
162.1,2.367e+04,9.194e+03,5.388e+04,8.675e+04
163.5,2.231e+04,9.039e+03,4.931e+04,8.066e+04
165.0,2.129e+04,8.752e+03,4.631e+04,7.635e+04
166.5,1.938e+04,8.185e+03,4.114e+04,6.870e+04
168.0,1.726e+04,8.012e+03,3.523e+04,6.049e+04
169.5,1.700e+04,9.086e+03,3.309e+04,5.918e+04
171.0,1.607e+04,1.002e+04,2.975e+04,5.584e+04
172.5,1.405e+04,1.002e+04,2.436e+04,4.842e+04
174.0,1.326e+04,1.041e+04,2.210e+04,4.577e+04
175.4,1.239e+04,1.017e+04,1.972e+04,4.228e+04
176.9,1.062e+04,8.985e+03,1.619e+04,3.580e+04
178.4,9.428e+03,8.087e+03,1.404e+04,3.155e+04
179.9,7.728e+03,6.663e+03,1.148e+04,2.587e+04
181.4,6.467e+03,5.545e+03,9.749e+03,2.176e+04
182.9,5.852e+03,4.993e+03,8.850e+03,1.970e+04
184.4,5.176e+03,4.556e+03,7.410e+03,1.714e+04
185.9,4.729e+03,4.342e+03,6.418e+03,1.549e+04
187.3,3.864e+03,3.773e+03,5.303e+03,1.294e+04
188.8,3.775e+03,3.870e+03,5.513e+03,1.316e+04
190.3,3.339e+03,3.578e+03,5.002e+03,1.192e+04
191.8,3.176e+03,3.426e+03,4.827e+03,1.143e+04
193.3,2.892e+03,3.293e+03,4.416e+03,1.060e+04
194.8,2.709e+03,3.318e+03,4.088e+03,1.011e+04
196.3,2.656e+03,3.438e+03,3.957e+03,1.005e+04
197.7,2.707e+03,3.597e+03,3.860e+03,1.016e+04
199.2,2.888e+03,3.744e+03,3.937e+03,1.057e+04
